Név,Útszakasz
Vághegyi utca,1
Vághó Ferenc utca,3
Vághy Ferenc utca,2
Vághy Kálmán utca,1
Vági utca,3
Vág József utca,1
Vág köz,1
Vágó Béla utca,1
Vágó Eszter utca,1
Vágóház tanya,1
Vágóhíd,2
Vágóhíd dűlő,1
Vágóhíd köz,6
Vágóhíd út,8
Vágóhíd utca,134
Vágóhorog utca,1
Vágókert dűlő,1
Vágó köz,1
Vagongyár utca,3
Vágó Pál utca,4
Vágottér dűlő,1
Vágotthalom utca,1
Vágó utca,5
Vágsellyei utca,1
Vágsellye utca,1
Vágújhelyi utca,3
Vágújhely utca,1
Vág utca,22
Vahot Imre utca,1
Vahot utca,3
Vaihingen utca,1
Vajai út,1
Vájáriskola utca,2
Vájár köz,3
Vájár út,1
Vájár utca,25
Vajaskúti dűlő,2
Vajas sor,1
Vajastó köz,1
Vajas utca,2
Vajda Ákos utca,1
Vajda Amália utca,1
Vajdabokor,2
Vajdadűlő,4
Vajdahunyad sétány,1
Vajdahunyad tér,1
Vajdahunyad utca,7
Vajda Ignác utca,3
Vajda János köz,1
Vajda János tér,1
Vajda János út,6
Vajda János utca,79
Vajda köz,2
Vajda Lajos sétány,3
Vajda Lajos utca,2
Vajda Péter lakótelep,10
Vajda Péter utca,26
Vajda sor,1
Vajda telep,1
Vajda utca,20
Vajdavár utca,2
Vajda-völgy,1
Vajer köz,1
Vajgyár utca,1
Vajkay utca,1
Vajk fejedelem utca,1
Vajkörte utca,1
Vajk utca,6
Vajky György utca,3
Vajnai utca,1
Vákáncsos utca,2
Vakarcs Kálmán utca,2
Vakaroshegyi út,1
Vak Béla utca,3
Vak Bottyán híd,1
Vak Bottyán János út,3
Vak Bottyán köz,3
Vak Bottyán telep,1
Vak Bottyán tér,9
Vak Bottyán út,6
Vak Bottyán utca,151
Vakcsai utca,1
Vak dűlő,1
Vak köz,1
Vakmezsgye,1
Vakola utca,3
Vakond utca,3
Vak utca,2
Választó dűlő,1
Valdemar és Nina Langlet rakpart,13
Valdemoro sétány,2
Valéria tér,2
Valéria utca,13
Válicka utca,7
Váli út,1
Váli utca,6
Váli-víz gát,11
Valkói út,9
Valkói utca,2
Vállalkozói utca,1
Vállalkozó köz,1
Vállalkozók útja,10
Vállalkozó út,1
Vallon utca,1
Vállósútimajor,1
Váltó köz,1
Váltóőr utca,5
Váltó út,2
Váltó utca,13
Valusek utca,3
Vály Ferenc utca,1
Vályi Nagy Tibor utca,1
Vályi Péter utca,1
Vályi utca,1
Vályog köz,1
Vályogos utca,10
Vályog utca,2
Vályogvető utca,3
Vámbéry Ármin utca,4
Vámházak,1
Vámház körút,6
Vámház sor,1
Vámház utca,8
Vámkerék utca,2
Vammala utca,1
Vámosgyörki Kövesúti dűlő,1
Vámosgyörk utca,1
Vámosi körút,4
Vámos Ilona utca,4
Vámosi út,2
Vámosi utca,2
Vámos köz,2
Vámosladány utca,1
Vámospércsi út,16
Vámossy utca,3
Vámos utca,1
Vámraktár köz,1
Vámraktár utca,2
Vám tér,8
Vám utca,16
Ván Benjámin utca,1
Váncsodi utca,1
Váncza Mihály utca,1
Vandháti út,2
Vandháti utca,1
Vándlik Márton utca,1
Vándor köz,1
Vándor Sándor utca,5
Vándor utca,12
Vanilia utca,1
Vanília utca,2
Vánky József utca,1
Vannay József utca,1
Vántus Károly utca,2
Ványi út,1
Ványoló utca,2
Váradhegyfok utca,1
Váradi Antal utca,3
Váradi Dániel utca,1
Váradi köz,1
Váraditag,1
Váradi út,2
Váradi utca,24
Várad utca,1
Várady József utca,1
Várady Mihály utca,1
Várak,1
Váralja,2
Váraljai út,1
Váraljai utca,3
Váraljai-völgy,4
Váralja lépcső,1
Váralja sor,9
Váralja tér,2
Váralja út,6
Váralja utca,54
Várallyai György utca,3
Varannó utca,2
Varasdi utca,2
Varasdi völgyhíd,1
Varasd utca,8
Varasdy Károly utca,1
Varázséji Béla tér,1
Varázshegy utca,1
Varázsló utca,1
Varázs utca,2
Várbalogi utca,2
Várberek dűlő,1
Várberki utca,1
Varbói út,1
Várbükki út,2
Várbükki utca,5
Várdai Miklós utca,1
Várday István park,1
Várday István utca,1
Várday köz,1
Várdombi utca,1
Várdomb köz,1
Várdomb utca,16
Várerdő utca,1
Várfal park,2
Várfal sétány,31
Várfal Sétány,1
Várfal utca,5
Várfok utca,25
Várföldei utca,1
Várfő utca,1
Várfürdő utca,2
Varga András utca,1
Varga Antal utca,1
Vargabokor,6
Vargacsatorna part,1
Varga dűlő,5
Vargahegyi utca,1
Varga János utca,1
Varga Jenő út,1
Varga József tér,1
Varga József utca,2
Varga Katalin út,1
Varga Katalin utca,2
Vargakert út,1
Vargakert utca,1
Vargák tere,2
Varga Lajos utca,1
Varga László utca,1
Vargánya köz,1
Vargánya utca,7
Vargaoldal,3
Varga Ottó utca,1
Varga Pál utca,1
Varga rektor utca,1
Varga sor,1
Varga út,1
Varga utca,20
Várgede utca,1
Vargha Damján utca,5
Vargha Gyula utca,3
Vargyas utca,2
Várhalom utca,1
Várháti út,1
Várhegyalja út,1
Vár-hegy belső földvár,1
Várhegyi dűlő,1
Várhegyi Károly utca,1
Várhegyi út,1
Várhegyi utca,3
Várhegy köz,2
Vár-hegy külső földvár,1
Várhegy-tető,1
Várhegy út,3
Várhegy utca,52
Várhely utca,3
Vári dűlő,1
Variházy Oszkár utca,1
Vári-kút utca,2
Várisi út,11
Vári Szabó István utca,1
Vári út,5
Vári utca,1
Varjasi utca,2
Varjas tanya,1
Varjas út,1
Varjas utca,4
Varjú dűlő,3
Varjúháj utca,3
Varjú Kálmán utca,2
Varjú köz,2
Varjúlapos,7
Varjútövis köz,2
Varjútövis sor,1
Varjútövis utca,1
Varjú út,1
Varjú utca,24
Várkapitány utca,2
Várkapu utca,3
Varkaus tér,1
Várkert,4
Várkert köz,1
Várkert rakpart,2
Várkert utca,14
Várkerület,22
Várkonyi Anikó utca,1
Várkonyi István tér,6
Várkonyi István utca,6
Várkonyi Nándor utca,1
Várkonyi Sándor utca,1
Várkonyi út,3
Várkonyi utca,4
Várkonyi Zoltán utca,1
Várkör,13
Várkörút,18
Várkör utca,6
Vár köz,11
Várközi Lajos utca,2
Várkút utca,1
Vár lépcső,2
Vármegyeháza utca,3
Vármegyeház tér,2
Vármegye utca,3
Várnagy utca,2
Várnai utca,1
Várnai Zseni utca,1
Várna utca,3
Váróczi dűlő,1
Vároldal dűlő,1
Vároldal út,2
Vároldal utca,1
Városfal köz,1
Városfal utca,3
Város földje dűlő,1
Városgazda sor,1
Városhatár utca,2
Városháza köz,1
Városháza tér,5
Városháza utca,2
Városház köz,10
Városház tér,43
Városház út,1
Városház utca,43
Városi dögkút,1
Városkapu körút,2
Városkapu tér,5
Városkapu út,2
Városkapu utca,5
Városkert út,4
Városkert utca,23
Városkúti köz,5
Városkúti út,3
Városkút tér,2
Városkút utca,2
Városligeti fasor,10
Városligeti kerékpárút,1
Városligeti út,2
Városmajor lakópark,4
Városmajor út,2
Városmajor utca,46
Városréti út,1
Városréti utca,2
Városszer,38
Város udvar,2
Város utca,7
Városvég utca,2
Várpalota utca,1
Várpanoráma út (B/C/D),1
Várrét utca,1
Varrógépgyár utca,4
Varrógép utca,1
Varró utca,3
Varságh Béla utca,4
Varsa köz,3
Varsana utca,1
Varsándi utca,1
Varsányi Irén utca,4
Varsányi köz,1
Varsányi udvar,1
Varsányi út,8
Varsányi utca,8
Varsány utca,5
Varsa utca,20
Vársétány,1
Varsói utca,1
Varsó utca,5
Várszegi Alajos utca,1
Várszeg út,3
Várszél utca,3
Vár szer,1
Vársziget út,2
Várszói út,1
Vár tér,2
Vártó utca,1
Várudvar,3
Vár út,10
Várútalja utca,1
Vár utca,104
Várvédők útja,1
Várvíz utca,3
Vár-völgy,6
Várvölgyi út,2
Várvölgyi utca,1
Váry Emil utca,3
Váry köz,1
Vár zug,1
Vasadhegy utca,4
Vasadihegy,1
Vasadi köz,1
Vasadi út,2
Vasadi utca,3
Vasad utca,1
Vasaljai utca,5
Vásárfia utca,1
Vásárhalom út,1
Vásárhelyi András utca,1
Vásárhelyi Garden,1
Vásárhelyi István sétány,2
Vásárhelyi István út,1
Vásárhelyi István utca,3
Vásárhelyi köz,1
Vásárhelyi Pál sor,1
Vásárhelyi Pál út,3
Vásárhelyi Pál utca,73
Vásárhelyi Sándor utca,4
Vásárhelyi sétány,1
Vásárhelyi út,14
Vásárhelyi utca,44
Vásár köz,1
Vásárköz utca,2
Vásárló udvar,1
Vásárló utca,1
Vasárnap utca,1
Vásárosnaményi út,5
Vásáros-út,1
Vasáros utca,1
Vásáros utca,4
Vásárszél utca,6
Vásártér,12
Vásár tér,80
Vásártéralj utca,2
Vásártérdűlő,1
Vásártéri lakótelep,2
Vásártéri út,12
Vásártéri utca,7
Vásártér köz,1
Vásártér sor,4
Vásártér út,10
Vásár-tér utca,1
Vásártér utca,150
Vásár út,1
Vásár utca,50
Vásáry István utca,1
Vasasi-árok,1
Vasas I. bányatelep,7
Vasas köz,1
Vasas Szent Péter utca,1
Vasas út,1
Vasas utca,19
Vasbakter köz,1
Vasfű dűlő,1
Vasfüggöny túraút,3
Vasfüggöny túraútvonal,1
Vasfüggöny Túraútvonal,1
Vasfű utca,6
Vas Gereben köz,1
Vas Gereben út,1
Vas Gereben utca,68
Vasgolyó utca,4
Vasgyári Újtelep utca,2
Vasgyári út,7
Vasgyár utca,16
Vashalom utca,1
Vashámor utca,1
Vashegyalja utca,1
Vashegy utca,1
Vashídmellék utca,1
Vashíd utca,1
Vasirét dűlő,1
Vaskalap,1
Vaskapu,2
Vaskapu dűlő,3
Vaskapui út,18
Vaskapu köz,1
Vaskapu út,2
Vaskapu utca,25
Vaška ulica,1
Vaskér utca,1
Vaskohó utca,1
Vaskő utca,1
Vas köz,3
Vaskút utca,10
Vasláb utca,3
Vaslemez utca,1
Vaslétra,1
Vasmacska köz,1
Vasmegyeri út,1
Vas Mór utca,1
Vasmű tér,13
Vasmű út,24
Vasoncapatak utca,1
Vasöntő utca,6
Vas Pál út,1
Vaspálya sor,2
Vaspálya utca,42
Vasrózsa utca,2
Vass Elemér utca,1
Vass Imre út,1
Vass János utca,1
Vass Jenő utca,1
Vass Lajos út,1
Vass Lajos utca,4
Vass Mátyás út,1
Vass Miklós utca,1
Vass Sándor utca,1
Vass utca,1
Vasszentmihályi völgyhíd,1
Vass Zoltán utca,1
Vastagh György utca,1
Vastagh János utca,1
Vastáncos köz,1
Vastorony utca,2
Vasút,2
Vasútállomás,3
Vasútállomás parkoló,2
Vasútállomás tér,1
Vasútállomás út,3
Vasútállomás utca,13
Vasútállomás utcája,1
VasútARTjáró,2
Vasutas dűlő,1
Vasutasház utca,5
Vasutaskert utca,1
Vasutas sor,1
Vasutastelep utca,4
Vasutas tér,2
Vasutas utca,9
Vas utca,22
Vasút dűlő,4
Vasút feletti dűlő,1
Vasúti Aluljáró-Alagút,4
Vasúti átjáró,1
Vasúti fasor,2
Vasúti felüljáró,2
Vasúti felüljáró híd,1
Vasúti körzet,1
Vasúti őrház tanya,1
vasúti pálya darab,1
Vasúti rakodó,2
Vasúti sétány,4
Vasúti sor,10
vasúti töltés,6
Vasúti út,11
Vasúti utca,9
Vasúti villasor,9
Vasútköz,1
Vasút köz,19
Vasútmellék utca,5
Vasútoldal utca,1
Vasút őrház,1
Vasútőr utca,1
Vasút sor,98
Vasút sor utca,1
Vasútsor utca,9
Vasútszél utca,2
Vasút tér,8
vasút út,1
Vasút út,76
vasút utca,1
Vasút utca,860
Vasút úti tanya,1
Vasvár elkerülő,1
Vasvári Ferenc utca,1
Vasvári István utca,2
Vasvári köz,5
Vasvári Pál köz,7
Vasvári Pál tér,6
Vasvári Pál út,18
Vasvári Pál utca,245
Vasvári út,3
Vasvári utca,35
Vasvár út,15
Vasváry Pál utca,5
Vasverő utca,6
Vasvilla út,1
Vasvirág sor,1
Vasvirág utca,10
Vaszari út,2
Vaszary Gábor utca,1
Vaszary János utca,3
Vaszary Kolos utca,13
Vaszary út,1
Vaszkó Mihály utca,1
Vászolyi út,7
Vászonfehérítő utca,3
Vaszy Viktor tér,1
Váth János köz,2
Váti út,1
Vattagyár utca,1
Vattay altábornagy utca,1
Vattay János utca,1
Vatyai út,2
Vatya utca,1
Vay Ádám körút,17
Vay Ádám lejáró,4
Vay Ádám út,1
Vay Ádám utca,12
Vay Miklós utca,1
Vay Péter köz,1
Vay utca,1
Váza utca,2
Vázsonyi utca,4
Vázsonyi Vilmos sétány,3
Vázsonyi Vilmos utca,2
Vázsony utca,1
Vazul utca,4
V. dűlő,2
Vecseház utca,1
Vécsei köz,1
Vecsei út,5
Vécsei utca,7
Vécsely Károly utca,1
Vecserifoki út,1
Vecseri utca,2
Vecsési dűlő,1
Vecsési Sándor utca,1
Vecsési út,7
Vecsési utca,2
Vecsés út,19
Vécsetal tanya,3
Vécsey Ernő utca,3
Vecsey Ferenc utca,2
Vécsey Károly köz,1
Vécsey Károly tér,2
Vécsey Károly út,1
Vécsey Károly utca,37
Vécsey köz,3
Vécsey Sándor utca,2
Vécsey sor,4
Vécsey Tamás utca,1
Vecsey Tibor utca,1
Vécsey út,1
Vécsey utca,45
Vécseyvölgy utca,5
Vécs köz,1
Vécs Ottó köz,3
Veder utca,5
Védgát köz,1
Védgátsor,1
Védgát sor,7
Védgát utca,20
Védőnő utca,1
Védő utca,3
Vedres dűlő,4
Vedresházi utca,2
Vedres Imre utca,1
Vedres Márk utca,1
Vedres utca,14
Veér András út,1
Végállomás,1
Végardói utca,1
Végegyházi út,3
Végföldi utca,2
Végfordulat,1
Végh Dezső utca,4
Véghely Dezső utca,11
Végh Ignác tér,2
Végh köz,1
Végh utca,1
Vég köz,1
Végmál dűlő,1
Végmáli-hegy,1
Végmáli köz,1
Végmáli utca,2
Végső utca,2
Vég utca,5
Végvári út,1
Végvári utca,3
Végvár utca,3
Vegyészek útja,1
Vegyész köz,1
Vegyész utca,6
Vegyigépgyár utca,1
Vegyiművek lakótelep,1
Vegyszer utca,3
Véka utca,3
Vekerpart utca,1
Veker utca,1
Vékony köz,1
Velegi út,2
Velemi út,1
Velemi utca,5
Velencei út,5
Velencei utca,1
Velence köz,1
Velence telep,19
Velence út,1
Velence utca,4
Veléte,3
Velinszky László utca,3
Veľkodunajská cesta,1
Veľkodunajské nábr.,6
Veľký les,1
Vellay Imre utca,1
Velnök utca,1
Veltelini dűlő,1
Veltelini út,1
Véménd alagút,1
Véméndi utca,1
Véménd utca,1
Vencel utca,1
Vendégfogadó utca,1
Vendég köz,1
Vendéglő utca,3
Vendég utca,4
Véndekhegy,3
Véndeki utca,6
Vendel dülö,1
Vendel István utca,1
Vendel Miklós utca,1
Vendel park,1
Vendel sétány,9
Vendelsor,1
Vendel tér,1
Vendel utca,6
Véndiófa út,2
Véndiófa utca,1
Vend utca,3
Venetiáner utca,3
Vénhalász utca,1
Vénhegy utca,1
Vén József utca,4
Vénkertdűlő,1
Vénkert utca,9
Vénkút utca,1
Vénszőlőskert dűlő,1
Vénusz köz,1
Vénusz tér,2
Vénusz utca,20
Venyet dűlő,2
Venyige dűlő,2
Venyige köz,3
Venyige út,1
Venyige utca,37
Venyimi út,8
Venyimi utca,1
Vépi út,7
Vepperdi utca,1
Vép utca,1
Véradó utca,2
Vera-part,1
Vera utca,1
Verbéna utca,4
Verbic dűlő,4
Verbina utca,1
Verbói utca,1
Verbó utca,1
Verbunkos utca,2
Verbunk utca,1
Vércse dűlő,2
Vércse köz,3
Vércse út,2
Vércse utca,30
Verdi utca,1
Veréb dűlő,10
Verebélyi köz,1
Verebélyi utca,1
Verebély László utca,8
Verebély utca,2
Verebes dűlő,6
Verebeshegy utca,3
Verebesi utca,1
Verebes József utca,1
Verebes utca,5
Verébházi út,1
Verébhegyi út,1
Verebi út,4
Veréb köz,4
Vereb Péter út,4
Veréb út,1
Veréb utca,27
Vereckei köz,3
Vereckei utca,27
Verecke köz,1
Verecke lépcső,4
Verecke sétány,4
Verecke út,8
Verecke utca,3
Vereczkei utca,1
Verejték utca,8
Veremoldal,2
Verem utca,2
Veres ács utca,4
Verescsárda dűlő,4
Veresegyházi Tamás utca,1
Veresegyházi út,2
Veresegyházi utca,4
Veresegyház kerékpárút,4
Veresgyűrű utca,1
Veresházi út,1
Vereshomok dűlő,2
Vereshomok út,6
Veresi út,1
Vereskő utca,1
Veresmarty József utca,1
Veres-oldal,3
Veres Pálné utca,29
Verespart utca,1
Verespatak utca,1
Veres Péter lakótelep,4
Veres Péter tér,4
Veres Péter út,30
Veres Péter utca,84
Veress Endre utca,1
Veress Ferenc utca,1
Veress Géza utca,1
Veressipkás utca,1
Veress János utca,1
Veress József utca,1
Veress Péter utca,6
Veress Sándor utca,2
Veress Zoltán utca,1
Veres utca,7
Vérfű utca,1
Vergilius köz,5
Vérhalom tér,5
Vérhalom utca,8
Verhovina utca,1
Veritas utca,1
Vérkúti utca,4
Vermekdűlő út,1
Vermek sora,2
Vermek utca,4
Vermes dűlő,2
Vermes Illés utca,1
Vermes Miklós utca,10
Vermes út,3
Vermes-völgy,1
Vérmező út,11
Vérmező utca,1
Verne Gyula utca,2
Verőcei utca,1
Verőce köz,1
Verőce utca,2
Verőfény utca,10
Verő Imre utca,1
Verő József utca,4
Veronika utca,5
Verős utca,1
Verőszala utca,2
Verő utca,1
Verpelét,1
Verpeléti,1
Verpeléti út,2
Verseci utca,6
Versec sor,3
Versec utca,2
Verseghy Ferenc utca,7
Verseghy park,3
Verseghy út,3
Verseghy utca,1
Verseny sor,1
Verseny út,3
Verseny utca,68
Vers utca,2
Vérszerződés utca,1
Vértanúk tere,6
Vértanúk utca,7
Vértanúk útja,11
Vértanú út,1
Vértanú utca,7
Vertel József utca,1
Vértesi Nándor utca,1
Vértesi utca,5
Vértes köz,2
Vértes László utca,1
Vértes Marcell utca,1
Vértessy Ferenc utca,1
Vértessy tér,1
Vértessy utca,1
Vértesszőlősi út,11
Vértes utca,28
Vertics József utca,1
Vértói út,8
Vérvölgy utca,1
Vései dűlő,1
Vésnök utca,2
Véső utca,5
Vessző köz,1
Vesszőséri út,2
Vesszősfia János utca,1
Vessző út,1
Vessző utca,11
Vesta köz,1
Vesta utca,1
Veszei utca,2
Veszélyes!,1
Vészhelyzeti menekülőút,1
Vészi Endre utca,1
Vészi József utca,1
Veszkényi utca,3
Veszprémi út,51
Veszprémi utca,34
Veszprém utca,1
Veszprémvölgyi utca,4
Veszprémy tér,1
Vésztői sor,1
Vésztői út,8
Vésztői utca,1
Vészverés-lénia,6
Veterán utca,3
Vetési Albert utca,1
Vetési Pál utca,1
Vetés utca,6
Vető köz,1
Vető utca,7
Vett út,4
Vetus Salina utca,4
Vezekényi utca,1
Vezekény köz,1
Vezekény utca,1
Vezérek tere,1
Vezér köz,1
Vezér út,2
Vezér utca,65
Vezeték utca,2
Vezetéstechnikai pálya,3
Vezseny utca,1
VI.,1
Viador utca,5
Viadukt,2
Viadukt utca,2
Viasz utca,2
Via Veneto utca,1
Vica sor,1
Vicskó utca,1
Victor Hugo utca,10
Vicus Teuto utca,2
Viczián tanya,2
Viczián utca,9
Viczmándi út,1
Vidacs utca,1
Vida dűlő,3
Vida János utca,1
Vida Jenő utca,1
Vida József utca,1
Vida köz,1
Vida László út,1
Vidámháza,1
Vidám utca,4
Vidámvásár utca,7
Vidámverseny utca,1
Vidats utca,1
Vida utca,3
Vidító utca,2
Vidor utca,3
Vidos József tér,1
Vidos József utca,3
Vidovszky Béla utca,9
Vidovszky utca,1
Vidra utca,18
Vidróczki út,1
Vidróczki utca,1
Vidtelke utca,2
VI. dűlő,2
Vidvirág utca,1
Vietorisz József utca,2
Vigadó köz,2
Vigadó sor,1
Vigadó tér,10
Vigadó út,3
Vigadó utca,11
Vígadó utca,3
Vigasz utca,1
Víg hegy,1
Vigh út,1
Vígh utca,1
Vig Imre út,1
Vígkedvű Mihály utca,3
Víg köz,5
Vígszínház utca,1
Víg út,1
Vig utca,2
Víg utca,35
Vigyázó Ferenc utca,2
Vigyázó Sándor utca,1
Vihar Béla út,1
Vihar Béla utca,1
Viharhegyi út,1
Vihar köz,2
Viharsarok utca,4
Vihar utca,33
Viharvédő utca,1
Vihony köz,1
Vihorláti utca,1
Vihorlát út,3
Vihorlát utca,1
VII.,1
VII. dűlő,3
VIII.,1
VIII. dűlő,4
VIII. utca,12
VII. utca,11
Vika köz,1
Vikár Béla utca,16
Vikárius utca,1
Vikár László utca,1
Vikár utca,1
Víkendtelep utca,1
Viktória köz,1
Viktória lakópark,1
Viktória park,1
Viktória utca,16
Viktormajor,1
Viktor utca,1
Vikunya utca,1
Világos dűlő,1
Világoshegy dűlő,1
Világoshegyi út,1
Világos horó,2
Világosi dűlő,1
Világosi utca,2
Világosság utca,1
Világos utca,16
Világosvár,2
Világosvári út,1
Világos vári utca,1
Világosvár utca,1
Világszabadság utca,1
Világ szél,2
Világ utca,7
Vilim utca,1
Villabarát körút,5
Villa dűlő,1
Villa Filip tér,3
Villa köz,3
Villám köz,3
Villám Miklós utca,1
Villamos utca,3
Villám utca,17
Villantó utca,1
Villányi út,36
Villányi utca,1
Villanytelep,2
Villanytelep utca,5
Villany utca,5
villanyvezeték nyiladéka,1
Villasor,1
Villa sor,6
Villasor köz,1
Villasor út,1
Villasor utca,5
Villás telep,1
Villa utca,7
Villogó utca,2
Villő utca,1
Vilmahegyi út,4
Vilma köz,1
Vilmaszállási kertsor,10
Vilma út,5
Vilma utca,7
Vilmoskörte utca,1
Vilmosrév utca,1
Vilmos tér,1
Vilmos utca,5
Vilonyai utca,1
Vincellér dűlő,1
Vincellérház utca,1
Vincellériskola utca,1
Vincellér köz,4
Vincellér tér,2
Vincellér út,8
Vincellér utca,53
Vince utca,7
Vincze Dezső utca,1
Vincze István utca,1
Vincze János Nándor utca,1
Vinkler László út,1
Vinnyica utca,1
Vinye utca,2
Vinyicskai út,1
Viola köz,12
Viola sétány,1
Viola út,16
Viola utca,240
VIP út,1
Virág árok,1
Virágárok köz,2
Virág Benedek utca,31
Virág dűlő,2
Virág Ferenc utca,1
Virágfürt utca,2
Virágfüzér utca,1
Virághegyi köz,1
Virághegyi út,2
Virághegyi utca,1
Virágh Ferenc utca,1
Virágh Gedeon utca,1
Virágkertész utca,4
Virág köz,13
Virágméz utca,1
Virágoskert utca,4
Virágos köz,1
Virágoskút tanya,1
Virágoskút utca,1
Virágosnyereg út,5
Virágos sétány,5
Virágos út,1
Virágos utca,41
Virágos-völgy,1
Virágpatak út,1
Virágpiac tér,2
Virágpor utca,1
Virágrész utca,1
Virágsarok köz,2
Virágsarok utca,1
Virág sor,1
Virágszer utca,7
Virágtanya,2
Virág tér,5
Virág út,32
Virág utca,347
Virág utcai lakótelep,1
Virágvölgyi út,7
Virágvölgy köz,1
Virágvölgy utca,10
Virágzó mező utca,2
Virágzó utca,1
Virányos köz,2
Virányos út,4
Virius utca,2
Virradat sor,2
Virradat utca,1
Viscosa tér,7
Visegrádi-függőhíd,1
Visegrádi köz,1
Visegrádi út,30
Visegrádi utca,21
Visi Imre utca,1
